typeOfChannel,delta,channelCoefficients,noiseVariance,SNR (dB),BPSKProbError,QAM4ProbError
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.870000,0.604807, 0.308625,0.506000
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.867500,0.617305, 0.317000,0.511250
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.865000,0.629839, 0.312250,0.522875
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.862500,0.642409, 0.302625,0.514375
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.860000,0.655015, 0.299750,0.522625
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.857500,0.667659, 0.309000,0.505875
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.855000,0.680339, 0.312250,0.509375
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.852500,0.693056, 0.306500,0.511125
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.850000,0.705811, 0.307750,0.512750
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.847500,0.718603, 0.305750,0.515125
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.845000,0.731433, 0.296250,0.501750
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.842500,0.744301, 0.298250,0.512625
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.840000,0.757207, 0.303500,0.507625
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.837500,0.770152, 0.300500,0.509625
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.835000,0.783135, 0.305625,0.510500
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.832500,0.796158, 0.298000,0.499250
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.830000,0.809219, 0.301125,0.505125
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.827500,0.822320, 0.300500,0.510625
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.825000,0.835461, 0.300000,0.509000
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.822500,0.848641, 0.302500,0.506875
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.820000,0.861861, 0.311750,0.504500
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.817500,0.875122, 0.299875,0.511000
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.815000,0.888424, 0.304000,0.509125
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.812500,0.901766, 0.295125,0.507750
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.810000,0.915150, 0.295000,0.506125
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.807500,0.928575, 0.297375,0.505000
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.805000,0.942041, 0.298375,0.506500
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.802500,0.955550, 0.308125,0.517875
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.800000,0.969100, 0.299125,0.505500
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.797500,0.982693, 0.296250,0.509375
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.795000,0.996329, 0.297875,0.508250
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.792500,1.010007, 0.298500,0.503750
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.790000,1.023729, 0.289750,0.509625
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.787500,1.037494, 0.306500,0.503250
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.785000,1.051303, 0.289750,0.513000
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.782500,1.065157, 0.291125,0.502750
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.780000,1.079054, 0.307250,0.498375
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.777500,1.092996, 0.298000,0.492250
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.775000,1.106983, 0.289500,0.505375
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.772500,1.121015, 0.291625,0.507750
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.770000,1.135093, 0.290375,0.498250
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.767500,1.149216, 0.285500,0.507875
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.765000,1.163386, 0.293625,0.502625
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.762500,1.177602, 0.284875,0.503250
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.760000,1.191864, 0.294875,0.500875
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.757500,1.206174, 0.293500,0.496375
h(i) > h(j) if i > j,40.000000,0.574178 0.470097 0.384883 0.315115 0.257995 0.211228 0.172939 0.141590 0.115924 0.094911 0.077706 0.063621 0.052088 0.042646 0.034916 0.028587 0.023405 0.019162 0.015689 0.012845 0.010516 0.008610 0.007049 0.005772 0.004725 0.003869 0.003167 0.002593 0.002123 0.001738 0.001423 0.001165 0.000954 0.000781 0.000640 0.000524 0.000429 0.000351 0.000287 0.000235 0.000193 ,0.755000,1.220530, 0.291500,0.495625
